Place_Name,Total_covid_count,State
karur district,303847,tamil-nadu
kallakkurichi district,293430,tamil-nadu
viluppuram district,478192,tamil-nadu
pudukkottai district,250329,tamil-nadu
perambalur district,130104,tamil-nadu
coimbatore district,5937176,tamil-nadu
virudhunagar district,371435,tamil-nadu
dindigul district,570988,tamil-nadu
sivaganga district,293949,tamil-nadu
tenkasi district,193559,tamil-nadu
chengalpattu district,7809082,tamil-nadu
kanniyakumari district,421655,tamil-nadu
tirunelveli district,360780,tamil-nadu
thiruvallur district,4441180,tamil-nadu
theni district,256489,tamil-nadu
ranipet district,421689,tamil-nadu
namakkal district,559495,tamil-nadu
vellore district,1053293,tamil-nadu
thiruvarur district,169631,tamil-nadu
tiruchirappalli district,1199094,tamil-nadu
ramanathapuram district,268096,tamil-nadu
krishnagiri district,1806032,tamil-nadu
cuddalore district,669682,tamil-nadu
kancheepuram district,3618880,tamil-nadu
tiruppur district,1918620,tamil-nadu
dharmapuri district,710147,tamil-nadu
thoothukkudi district,429017,tamil-nadu
thanjavur district,741474,tamil-nadu
madurai district,1334450,tamil-nadu
tiruvannamalai district,701438,tamil-nadu
salem district,1816883,tamil-nadu
nagapattinam district,286488,tamil-nadu
tirupathur district,497274,tamil-nadu
ariyalur district,165086,tamil-nadu
chennai district,21747309,tamil-nadu
the nilgiris district,286999,tamil-nadu
erode district,1099499,tamil-nadu
karur district,295868,tamil-nadu
kallakkurichi district,389050,tamil-nadu
viluppuram district,597802,tamil-nadu
pudukkottai district,311955,tamil-nadu
perambalur district,145161,tamil-nadu
coimbatore district,6238270,tamil-nadu
virudhunagar district,479760,tamil-nadu
dindigul district,709993,tamil-nadu
sivaganga district,325464,tamil-nadu
tenkasi district,243203,tamil-nadu
chengalpattu district,8891884,tamil-nadu
kanniyakumari district,496514,tamil-nadu
tirunelveli district,456558,tamil-nadu
thiruvallur district,5190597,tamil-nadu
theni district,317448,tamil-nadu
ranipet district,510180,tamil-nadu
namakkal district,608364,tamil-nadu
vellore district,1236004,tamil-nadu
thiruvarur district,212930,tamil-nadu
tiruchirappalli district,1239752,tamil-nadu
ramanathapuram district,403786,tamil-nadu
krishnagiri district,1815882,tamil-nadu
cuddalore district,929530,tamil-nadu
kancheepuram district,2203060,tamil-nadu
tiruppur district,1672101,tamil-nadu
dharmapuri district,971777,tamil-nadu
thoothukkudi district,585510,tamil-nadu
thanjavur district,783386,tamil-nadu
madurai district,1479517,tamil-nadu
tiruvannamalai district,1016764,tamil-nadu
salem district,1996687,tamil-nadu
nagapattinam district,390613,tamil-nadu
tirupathur district,631124,tamil-nadu
ariyalur district,263779,tamil-nadu
chennai district,12611208,tamil-nadu
the nilgiris district,355454,tamil-nadu
erode district,1139240,tamil-nadu
karur district,382119,tamil-nadu
kallakkurichi district,607847,tamil-nadu
viluppuram district,766917,tamil-nadu
pudukkottai district,459794,tamil-nadu
perambalur district,198639,tamil-nadu
coimbatore district,4598586,tamil-nadu
virudhunagar district,638466,tamil-nadu
dindigul district,875201,tamil-nadu
sivaganga district,466843,tamil-nadu
tenkasi district,393743,tamil-nadu
chengalpattu district,3911793,tamil-nadu
kanniyakumari district,642785,tamil-nadu
tirunelveli district,595006,tamil-nadu
thiruvallur district,3872452,tamil-nadu
theni district,456942,tamil-nadu
ranipet district,609090,tamil-nadu
namakkal district,686147,tamil-nadu
vellore district,907130,tamil-nadu
thiruvarur district,311440,tamil-nadu
tiruchirappalli district,1609739,tamil-nadu
ramanathapuram district,450267,tamil-nadu
krishnagiri district,2701216,tamil-nadu
cuddalore district,1103451,tamil-nadu
kancheepuram district,3333347,tamil-nadu
tiruppur district,2654998,tamil-nadu
dharmapuri district,1221794,tamil-nadu
thoothukkudi district,720309,tamil-nadu
thanjavur district,932026,tamil-nadu
madurai district,2157858,tamil-nadu
tiruvannamalai district,1117986,tamil-nadu
salem district,3016579,tamil-nadu
nagapattinam district,442833,tamil-nadu
tirupathur district,767383,tamil-nadu
ariyalur district,290012,tamil-nadu
chennai district,17354210,tamil-nadu
the nilgiris district,426914,tamil-nadu
erode district,1662818,tamil-nadu
karur district,476013,tamil-nadu
kallakkurichi district,709498,tamil-nadu
viluppuram district,890428,tamil-nadu
pudukkottai district,511066,tamil-nadu
perambalur district,248365,tamil-nadu
coimbatore district,6742559,tamil-nadu
virudhunagar district,755042,tamil-nadu
dindigul district,1046352,tamil-nadu
sivaganga district,560050,tamil-nadu
tenkasi district,437580,tamil-nadu
chengalpattu district,5205491,tamil-nadu
kanniyakumari district,807770,tamil-nadu
tirunelveli district,735138,tamil-nadu
thiruvallur district,5496010,tamil-nadu
theni district,536068,tamil-nadu
ranipet district,758850,tamil-nadu
namakkal district,878266,tamil-nadu
vellore district,1172385,tamil-nadu
thiruvarur district,347154,tamil-nadu
tiruchirappalli district,2464746,tamil-nadu
ramanathapuram district,622498,tamil-nadu
krishnagiri district,5011992,tamil-nadu
cuddalore district,1633984,tamil-nadu
kancheepuram district,6509711,tamil-nadu
tiruppur district,4364806,tamil-nadu
dharmapuri district,1902446,tamil-nadu
thoothukkudi district,1025293,tamil-nadu
thanjavur district,1385065,tamil-nadu
madurai district,3222620,tamil-nadu
tiruvannamalai district,1662872,tamil-nadu
salem district,4407759,tamil-nadu
nagapattinam district,664899,tamil-nadu
tirupathur district,1301514,tamil-nadu
ariyalur district,387497,tamil-nadu
chennai district,24172148,tamil-nadu
the nilgiris district,715903,tamil-nadu
erode district,2534766,tamil-nadu
karur district,721954,tamil-nadu
kallakkurichi district,959178,tamil-nadu
viluppuram district,1372880,tamil-nadu
pudukkottai district,724855,tamil-nadu
perambalur district,365657,tamil-nadu
coimbatore district,10473572,tamil-nadu
virudhunagar district,1102516,tamil-nadu
dindigul district,1631369,tamil-nadu
sivaganga district,797194,tamil-nadu
tenkasi district,609674,tamil-nadu
chengalpattu district,10168033,tamil-nadu
kanniyakumari district,1166505,tamil-nadu
tirunelveli district,1111193,tamil-nadu
thiruvallur district,10184454,tamil-nadu
theni district,804224,tamil-nadu
ranipet district,1248949,tamil-nadu
namakkal district,1351038,tamil-nadu
vellore district,1923419,tamil-nadu
thiruvarur district,472518,tamil-nadu
tiruchirappalli district,2534430,tamil-nadu
ramanathapuram district,631789,tamil-nadu
krishnagiri district,5202492,tamil-nadu
cuddalore district,1707504,tamil-nadu
kancheepuram district,7239244,tamil-nadu
tiruppur district,4975985,tamil-nadu
dharmapuri district,1935044,tamil-nadu
thoothukkudi district,1024223,tamil-nadu
thanjavur district,1422654,tamil-nadu
madurai district,3516926,tamil-nadu
tiruvannamalai district,1645538,tamil-nadu
salem district,5675889,tamil-nadu
nagapattinam district,689365,tamil-nadu
tirupathur district,1373386,tamil-nadu
ariyalur district,381503,tamil-nadu
chennai district,39623781,tamil-nadu
the nilgiris district,765592,tamil-nadu
erode district,3015359,tamil-nadu
karur district,743870,tamil-nadu
kallakkurichi district,992263,tamil-nadu
viluppuram district,1447099,tamil-nadu
pudukkottai district,717862,tamil-nadu
perambalur district,362847,tamil-nadu
coimbatore district,13630124,tamil-nadu
virudhunagar district,1109562,tamil-nadu
dindigul district,1675353,tamil-nadu
sivaganga district,803444,tamil-nadu
tenkasi district,586227,tamil-nadu
chengalpattu district,11689531,tamil-nadu
kanniyakumari district,1190574,tamil-nadu
tirunelveli district,1143931,tamil-nadu
thiruvallur district,11085004,tamil-nadu
theni district,831827,tamil-nadu
ranipet district,1250636,tamil-nadu
namakkal district,1391436,tamil-nadu
vellore district,2072042,tamil-nadu
thiruvarur district,472338,tamil-nadu
tiruchirappalli district,2802791,tamil-nadu
ramanathapuram district,798185,tamil-nadu
krishnagiri district,5709389,tamil-nadu
cuddalore district,2104002,tamil-nadu
kancheepuram district,6712965,tamil-nadu
tiruppur district,5150795,tamil-nadu
dharmapuri district,2359010,tamil-nadu
thoothukkudi district,1235343,tamil-nadu
thanjavur district,1640555,tamil-nadu
madurai district,3953976,tamil-nadu
tiruvannamalai district,1985072,tamil-nadu
salem district,6557056,tamil-nadu
nagapattinam district,791395,tamil-nadu
tirupathur district,1664696,tamil-nadu
ariyalur district,497484,tamil-nadu
chennai district,43737916,tamil-nadu
the nilgiris district,810947,tamil-nadu
erode district,3273510,tamil-nadu
karur district,878890,tamil-nadu
kallakkurichi district,1265522,tamil-nadu
viluppuram district,1691100,tamil-nadu
pudukkottai district,887414,tamil-nadu
perambalur district,435091,tamil-nadu
coimbatore district,13478464,tamil-nadu
virudhunagar district,1328980,tamil-nadu
dindigul district,1926229,tamil-nadu
sivaganga district,991039,tamil-nadu
tenkasi district,747381,tamil-nadu
chengalpattu district,10075805,tamil-nadu
kanniyakumari district,1398479,tamil-nadu
tirunelveli district,1372707,tamil-nadu
thiruvallur district,10992425,tamil-nadu
theni district,1006998,tamil-nadu
ranipet district,1430560,tamil-nadu
namakkal district,1575727,tamil-nadu
vellore district,2319925,tamil-nadu
thiruvarur district,570619,tamil-nadu
tiruchirappalli district,3736365,tamil-nadu
ramanathapuram district,1028742,tamil-nadu
krishnagiri district,8122339,tamil-nadu
cuddalore district,2771525,tamil-nadu
kancheepuram district,9646258,tamil-nadu
tiruppur district,8398025,tamil-nadu
dharmapuri district,3165112,tamil-nadu
thoothukkudi district,1648598,tamil-nadu
thanjavur district,2123436,tamil-nadu
madurai district,5142737,tamil-nadu
tiruvannamalai district,2496046,tamil-nadu
salem district,8972048,tamil-nadu
nagapattinam district,1080569,tamil-nadu
tirupathur district,2250740,tamil-nadu
ariyalur district,658430,tamil-nadu
chennai district,60971210,tamil-nadu
the nilgiris district,1147621,tamil-nadu
erode district,4668549,tamil-nadu
karur district,1215220,tamil-nadu
kallakkurichi district,1635742,tamil-nadu
viluppuram district,2157103,tamil-nadu
pudukkottai district,1151943,tamil-nadu
perambalur district,569636,tamil-nadu
coimbatore district,20245762,tamil-nadu
virudhunagar district,1750490,tamil-nadu
dindigul district,2698900,tamil-nadu
sivaganga district,1290549,tamil-nadu
tenkasi district,974832,tamil-nadu
chengalpattu district,14140388,tamil-nadu
kanniyakumari district,1877533,tamil-nadu
tirunelveli district,1846166,tamil-nadu
thiruvallur district,15395149,tamil-nadu
theni district,1367368,tamil-nadu
ranipet district,1899157,tamil-nadu
namakkal district,2234405,tamil-nadu
vellore district,3162215,tamil-nadu
thiruvarur district,716496,tamil-nadu
tiruchirappalli district,4814042,tamil-nadu
ramanathapuram district,1246669,tamil-nadu
krishnagiri district,10363352,tamil-nadu
cuddalore district,3416287,tamil-nadu
kancheepuram district,11777894,tamil-nadu
tiruppur district,11167439,tamil-nadu
dharmapuri district,4084248,tamil-nadu
thoothukkudi district,2046353,tamil-nadu
thanjavur district,2623667,tamil-nadu
madurai district,6309318,tamil-nadu
tiruvannamalai district,3112963,tamil-nadu
salem district,11783515,tamil-nadu
nagapattinam district,1340753,tamil-nadu
tirupathur district,2872662,tamil-nadu
ariyalur district,807477,tamil-nadu
chennai district,76229690,tamil-nadu
the nilgiris district,1558845,tamil-nadu
erode district,6109637,tamil-nadu
karur district,1566335,tamil-nadu
kallakkurichi district,2028745,tamil-nadu
viluppuram district,2599072,tamil-nadu
pudukkottai district,1443125,tamil-nadu
perambalur district,725923,tamil-nadu
coimbatore district,27081380,tamil-nadu
virudhunagar district,2263404,tamil-nadu
dindigul district,3475465,tamil-nadu
sivaganga district,1587767,tamil-nadu
tenkasi district,1188367,tamil-nadu
chengalpattu district,17730987,tamil-nadu
kanniyakumari district,2366555,tamil-nadu
tirunelveli district,2274498,tamil-nadu
thiruvallur district,19146359,tamil-nadu
theni district,1763910,tamil-nadu
ranipet district,2380328,tamil-nadu
namakkal district,2959616,tamil-nadu
vellore district,4017284,tamil-nadu
thiruvarur district,892045,tamil-nadu
tiruchirappalli district,5422369,tamil-nadu
ramanathapuram district,1425024,tamil-nadu
krishnagiri district,11729353,tamil-nadu
cuddalore district,3854898,tamil-nadu
kancheepuram district,13219354,tamil-nadu
tiruppur district,12755181,tamil-nadu
dharmapuri district,4750920,tamil-nadu
thoothukkudi district,2388242,tamil-nadu
thanjavur district,2942810,tamil-nadu
madurai district,7084562,tamil-nadu
tiruvannamalai district,3659658,tamil-nadu
salem district,13278693,tamil-nadu
nagapattinam district,1501440,tamil-nadu
tirupathur district,3403925,tamil-nadu
ariyalur district,898502,tamil-nadu
chennai district,87458453,tamil-nadu
the nilgiris district,1729884,tamil-nadu
erode district,6860000,tamil-nadu
karur district,1831500,tamil-nadu
kallakkurichi district,2421741,tamil-nadu
viluppuram district,2943580,tamil-nadu
pudukkottai district,1639483,tamil-nadu
perambalur district,834022,tamil-nadu
coimbatore district,30679187,tamil-nadu
virudhunagar district,2550440,tamil-nadu
dindigul district,3965199,tamil-nadu
sivaganga district,1828509,tamil-nadu
tenkasi district,1345693,tamil-nadu
chengalpattu district,19802491,tamil-nadu
kanniyakumari district,2597045,tamil-nadu
tirunelveli district,2585793,tamil-nadu
thiruvallur district,21243322,tamil-nadu
theni district,2063736,tamil-nadu
ranipet district,2755460,tamil-nadu
namakkal district,3415879,tamil-nadu
vellore district,4693455,tamil-nadu
thiruvarur district,1013347,tamil-nadu
tiruchirappalli district,6270815,tamil-nadu
ramanathapuram district,1634901,tamil-nadu
krishnagiri district,13942838,tamil-nadu
cuddalore district,4456802,tamil-nadu
kancheepuram district,15868496,tamil-nadu
tiruppur district,15482000,tamil-nadu
dharmapuri district,5738543,tamil-nadu
thoothukkudi district,2904687,tamil-nadu
thanjavur district,3489101,tamil-nadu
madurai district,8320838,tamil-nadu
tiruvannamalai district,4281517,tamil-nadu
salem district,16106627,tamil-nadu
nagapattinam district,1780491,tamil-nadu
tirupathur district,4039898,tamil-nadu
ariyalur district,1018572,tamil-nadu
chennai district,105344784,tamil-nadu
the nilgiris district,2334296,tamil-nadu
erode district,8037374,tamil-nadu
karur district,2130679,tamil-nadu
kallakkurichi district,2827472,tamil-nadu
viluppuram district,3359417,tamil-nadu
pudukkottai district,1893795,tamil-nadu
perambalur district,969247,tamil-nadu
coimbatore district,36695888,tamil-nadu
virudhunagar district,3078392,tamil-nadu
dindigul district,4742064,tamil-nadu
sivaganga district,2113451,tamil-nadu
tenkasi district,1627020,tamil-nadu
chengalpattu district,25456618,tamil-nadu
kanniyakumari district,3119680,tamil-nadu
tirunelveli district,3088831,tamil-nadu
thiruvallur district,25490825,tamil-nadu
theni district,2444576,tamil-nadu
ranipet district,3219805,tamil-nadu
namakkal district,4127139,tamil-nadu
vellore district,5911444,tamil-nadu
thiruvarur district,1158014,tamil-nadu
tiruchirappalli district,8564920,tamil-nadu
ramanathapuram district,2203852,tamil-nadu
krishnagiri district,14932340,tamil-nadu
cuddalore district,4680299,tamil-nadu
kancheepuram district,16476680,tamil-nadu
tiruppur district,17847117,tamil-nadu
dharmapuri district,6110827,tamil-nadu
thoothukkudi district,3019557,tamil-nadu
thanjavur district,3516046,tamil-nadu
madurai district,18854500,tamil-nadu
tiruvannamalai district,4546341,tamil-nadu
salem district,31403065,tamil-nadu
nagapattinam district,1844678,tamil-nadu
tirupathur district,4286229,tamil-nadu
ariyalur district,1057782,tamil-nadu
chennai district,42908667,tamil-nadu
the nilgiris district,2499125,tamil-nadu
erode district,9576460,tamil-nadu
karur district,2308386,tamil-nadu
kallakkurichi district,3031305,tamil-nadu
viluppuram district,3531557,tamil-nadu
pudukkottai district,2149117,tamil-nadu
perambalur district,1062776,tamil-nadu
coimbatore district,43610373,tamil-nadu
virudhunagar district,3256212,tamil-nadu
dindigul district,5468519,tamil-nadu
sivaganga district,2158718,tamil-nadu
tenkasi district,1743856,tamil-nadu
chengalpattu district,78987490,tamil-nadu
kanniyakumari district,3457993,tamil-nadu
tirunelveli district,3362624,tamil-nadu
thiruvallur district,25690184,tamil-nadu
theni district,2726196,tamil-nadu
ranipet district,3307025,tamil-nadu
namakkal district,5427150,tamil-nadu
vellore district,6719587,tamil-nadu
thiruvarur district,1168622,tamil-nadu
tiruchirappalli district,10348183,tamil-nadu
ramanathapuram district,2536980,tamil-nadu
krishnagiri district,16419186,tamil-nadu
cuddalore district,5504268,tamil-nadu
kancheepuram district,17540782,tamil-nadu
tiruppur district,20078625,tamil-nadu
dharmapuri district,6657535,tamil-nadu
thoothukkudi district,3656395,tamil-nadu
thanjavur district,4047728,tamil-nadu
madurai district,21930141,tamil-nadu
tiruvannamalai district,5236271,tamil-nadu
salem district,33193962,tamil-nadu
nagapattinam district,1958358,tamil-nadu
tirupathur district,4764895,tamil-nadu
ariyalur district,1245030,tamil-nadu
chennai district,36087169,tamil-nadu
the nilgiris district,2829489,tamil-nadu
erode district,8133010,tamil-nadu
karur district,2534064,tamil-nadu
kallakkurichi district,3330128,tamil-nadu
viluppuram district,3886476,tamil-nadu
pudukkottai district,2351358,tamil-nadu
perambalur district,1139212,tamil-nadu
coimbatore district,40259816,tamil-nadu
virudhunagar district,3538938,tamil-nadu
dindigul district,6357637,tamil-nadu
sivaganga district,2386560,tamil-nadu
tenkasi district,1883458,tamil-nadu
chengalpattu district,109159290,tamil-nadu
kanniyakumari district,3950782,tamil-nadu
tirunelveli district,4027170,tamil-nadu
thiruvallur district,27335584,tamil-nadu
theni district,3444290,tamil-nadu
ranipet district,3737957,tamil-nadu
namakkal district,6710663,tamil-nadu
vellore district,6821759,tamil-nadu
thiruvarur district,1293487,tamil-nadu
narayanpet district,38804,telangana
nalgonda district,204137,telangana
jangaon district,80758,telangana
bhadradri kothagudem district,129015,telangana
warangal rural district,104385,telangana
kumuram bheem asifabad district,26226,telangana
nizamabad district,140986,telangana
adilabad district,35960,telangana
rajanna sircilla district,68682,telangana
nagarkurnool district,83679,telangana
peddapalle district,169274,telangana
nirmal district,63804,telangana
mahabubabad district,73810,telangana
sangareddy district,291510,telangana
wanaparthy district,53432,telangana
vikarabad district,70973,telangana
jagtial district,93840,telangana
yadadri bhuvanagiri district,119620,telangana
medak district,74192,telangana
mahbubnagar district,96136,telangana
jaya shankar bhalupally district,53916,telangana
warangal urban district,349165,telangana
rangareddy district,1459174,telangana
hyderabad district,2545507,telangana
suryapet district,122502,telangana
jogulamba gadwal district,50179,telangana
kamareddy district,84914,telangana
mulugu district,26582,telangana
medchal malkajgiri district,1131530,telangana
karimnagar district,224324,telangana
mancherial district,127357,telangana
siddipet district,144429,telangana
khammam district,183964,telangana
narayanpet district,47939,telangana
nalgonda district,246677,telangana
jangaon district,88566,telangana
bhadradri kothagudem district,189793,telangana
warangal rural district,118577,telangana
kumuram bheem asifabad district,46393,telangana
nizamabad district,176790,telangana
adilabad district,54205,telangana
rajanna sircilla district,82594,telangana
nagarkurnool district,113222,telangana
peddapalle district,214900,telangana
nirmal district,74066,telangana
mahabubabad district,91024,telangana
sangareddy district,370126,telangana
wanaparthy district,75180,telangana
vikarabad district,93946,telangana
jagtial district,109063,telangana
yadadri bhuvanagiri district,144108,telangana
medak district,91916,telangana
mahbubnagar district,133679,telangana
jaya shankar bhalupally district,75108,telangana
warangal urban district,385360,telangana
rangareddy district,1939856,telangana
hyderabad district,3156805,telangana
suryapet district,151331,telangana
jogulamba gadwal district,64504,telangana
kamareddy district,106971,telangana
mulugu district,34133,telangana
medchal malkajgiri district,1459884,telangana
karimnagar district,253264,telangana
mancherial district,158011,telangana
siddipet district,177205,telangana
khammam district,239474,telangana
narayanpet district,64340,telangana
nalgonda district,336447,telangana
jangaon district,146075,telangana
bhadradri kothagudem district,269836,telangana
warangal rural district,252723,telangana
kumuram bheem asifabad district,65966,telangana
nizamabad district,236227,telangana
adilabad district,82446,telangana
rajanna sircilla district,139296,telangana
nagarkurnool district,145768,telangana
peddapalle district,334825,telangana
nirmal district,594160,telangana
mahabubabad district,121114,telangana
sangareddy district,545979,telangana
wanaparthy district,100020,telangana
vikarabad district,129624,telangana
jagtial district,178792,telangana
yadadri bhuvanagiri district,229027,telangana
medak district,121635,telangana
mahbubnagar district,192249,telangana
jaya shankar bhalupally district,105682,telangana
warangal urban district,952314,telangana
rangareddy district,3664948,telangana
hyderabad district,5786941,telangana
suryapet district,192967,telangana
jogulamba gadwal district,84122,telangana
kamareddy district,143897,telangana
mulugu district,47313,telangana
medchal malkajgiri district,2684484,telangana
karimnagar district,567417,telangana
mancherial district,256904,telangana
siddipet district,259391,telangana
khammam district,299774,telangana
narayanpet district,100907,telangana
nalgonda district,520637,telangana
jangaon district,222293,telangana
bhadradri kothagudem district,362410,telangana
warangal rural district,262203,telangana
kumuram bheem asifabad district,97325,telangana
nizamabad district,370417,telangana
adilabad district,118804,telangana
rajanna sircilla district,185776,telangana
nagarkurnool district,222915,telangana
peddapalle district,390467,telangana
nirmal district,202583,telangana
mahabubabad district,200557,telangana
sangareddy district,868099,telangana
wanaparthy district,140124,telangana
vikarabad district,193959,telangana
jagtial district,257697,telangana
yadadri bhuvanagiri district,323192,telangana
medak district,210913,telangana
mahbubnagar district,269148,telangana
jaya shankar bhalupally district,158929,telangana
warangal urban district,917418,telangana
rangareddy district,5803319,telangana
hyderabad district,9360515,telangana
suryapet district,311173,telangana
jogulamba gadwal district,137597,telangana
kamareddy district,239765,telangana
mulugu district,64094,telangana
medchal malkajgiri district,4598129,telangana
karimnagar district,597642,telangana
mancherial district,335091,telangana
siddipet district,414378,telangana
khammam district,462678,telangana
narayanpet district,174965,telangana
nalgonda district,995740,telangana
jangaon district,459535,telangana
bhadradri kothagudem district,584648,telangana
warangal rural district,543456,telangana
kumuram bheem asifabad district,162055,telangana
nizamabad district,705541,telangana
adilabad district,202558,telangana
rajanna sircilla district,336361,telangana
nagarkurnool district,394508,telangana
peddapalle district,670381,telangana
nirmal district,316131,telangana
mahabubabad district,367401,telangana
sangareddy district,1782207,telangana
wanaparthy district,256316,telangana
vikarabad district,339769,telangana
jagtial district,458055,telangana
yadadri bhuvanagiri district,650221,telangana
medak district,424439,telangana
mahbubnagar district,505837,telangana
jaya shankar bhalupally district,271387,telangana
warangal urban district,1953906,telangana
rangareddy district,12952050,telangana
hyderabad district,24838664,telangana
suryapet district,570175,telangana
jogulamba gadwal district,261453,telangana
kamareddy district,494329,telangana
mulugu district,117826,telangana
medchal malkajgiri district,10127087,telangana
karimnagar district,1088155,telangana
mancherial district,589535,telangana
siddipet district,841516,telangana
khammam district,854495,telangana
narayanpet district,178965,telangana
nalgonda district,982589,telangana
jangaon district,451178,telangana
bhadradri kothagudem district,658827,telangana
warangal rural district,525201,telangana
kumuram bheem asifabad district,146390,telangana
nizamabad district,782289,telangana
adilabad district,187419,telangana
rajanna sircilla district,311530,telangana
nagarkurnool district,427374,telangana
peddapalle district,657490,telangana
nirmal district,237118,telangana
mahabubabad district,398457,telangana
sangareddy district,1920044,telangana
wanaparthy district,270228,telangana
vikarabad district,349574,telangana
jagtial district,424736,telangana
yadadri bhuvanagiri district,698908,telangana
medak district,415222,telangana
mahbubnagar district,550333,telangana
jaya shankar bhalupally district,290519,telangana
warangal urban district,2185190,telangana
rangareddy district,16348519,telangana
hyderabad district,43511186,telangana
suryapet district,565731,telangana
jogulamba gadwal district,250255,telangana
kamareddy district,454684,telangana
mulugu district,129404,telangana
medchal malkajgiri district,11891107,telangana
karimnagar district,1090639,telangana
mancherial district,571186,telangana
siddipet district,821209,telangana
khammam district,926878,telangana
narayanpet district,247799,telangana
nalgonda district,1306394,telangana
jangaon district,617113,telangana
bhadradri kothagudem district,950852,telangana
warangal rural district,777266,telangana
kumuram bheem asifabad district,201674,telangana
nizamabad district,1143733,telangana
adilabad district,253240,telangana
rajanna sircilla district,431892,telangana
nagarkurnool district,637843,telangana
peddapalle district,894357,telangana
nirmal district,396272,telangana
mahabubabad district,571751,telangana
sangareddy district,2699670,telangana
wanaparthy district,346164,telangana
vikarabad district,481649,telangana
jagtial district,575677,telangana
yadadri bhuvanagiri district,930865,telangana
medak district,533338,telangana
mahbubnagar district,783236,telangana
jaya shankar bhalupally district,430844,telangana
warangal urban district,3280635,telangana
rangareddy district,23655175,telangana
hyderabad district,55159072,telangana
suryapet district,716286,telangana
jogulamba gadwal district,372312,telangana
kamareddy district,617048,telangana
mulugu district,184715,telangana
medchal malkajgiri district,17492750,telangana
karimnagar district,1604219,telangana
mancherial district,772975,telangana
siddipet district,1075629,telangana
khammam district,1352931,telangana
narayanpet district,348020,telangana
nalgonda district,1934313,telangana
jangaon district,899519,telangana
bhadradri kothagudem district,1404330,telangana
warangal rural district,1122699,telangana
kumuram bheem asifabad district,315212,telangana
nizamabad district,1638281,telangana
adilabad district,395004,telangana
rajanna sircilla district,600689,telangana
nagarkurnool district,933585,telangana
peddapalle district,1360978,telangana
nirmal district,528301,telangana
mahabubabad district,850549,telangana
sangareddy district,3687957,telangana
wanaparthy district,507428,telangana
vikarabad district,688709,telangana
jagtial district,853526,telangana
yadadri bhuvanagiri district,1376210,telangana
medak district,746346,telangana
mahbubnagar district,1133602,telangana
jaya shankar bhalupally district,636364,telangana
warangal urban district,4698981,telangana
rangareddy district,31237803,telangana
hyderabad district,72987282,telangana
suryapet district,1055324,telangana
jogulamba gadwal district,521737,telangana
kamareddy district,896879,telangana
mulugu district,276728,telangana
medchal malkajgiri district,22999944,telangana
karimnagar district,2289360,telangana
mancherial district,1219849,telangana
siddipet district,1508776,telangana
khammam district,1917973,telangana
narayanpet district,455130,telangana
nalgonda district,2636023,telangana
jangaon district,1358798,telangana
bhadradri kothagudem district,1849454,telangana
warangal rural district,1380277,telangana
kumuram bheem asifabad district,431200,telangana
nizamabad district,2202642,telangana
adilabad district,521578,telangana
rajanna sircilla district,771444,telangana
nagarkurnool district,1379087,telangana
peddapalle district,1794982,telangana
nirmal district,654090,telangana
mahabubabad district,1131336,telangana
sangareddy district,4610027,telangana
wanaparthy district,705583,telangana
vikarabad district,966022,telangana
jagtial district,1100444,telangana
yadadri bhuvanagiri district,1677327,telangana
medak district,969091,telangana
mahbubnagar district,1439754,telangana
jaya shankar bhalupally district,837146,telangana
warangal urban district,6200767,telangana
rangareddy district,31802492,telangana
hyderabad district,94177232,telangana
suryapet district,1427044,telangana
jogulamba gadwal district,692408,telangana
kamareddy district,1148492,telangana
mulugu district,436187,telangana
medchal malkajgiri district,25458101,telangana
karimnagar district,3037633,telangana
mancherial district,1708111,telangana
siddipet district,1912271,telangana
khammam district,2537352,telangana
narayanpet district,695607,telangana
nalgonda district,3786127,telangana
jangaon district,1759512,telangana
bhadradri kothagudem district,2391943,telangana
warangal rural district,2026328,telangana
kumuram bheem asifabad district,589630,telangana
nizamabad district,2750473,telangana
adilabad district,680275,telangana
rajanna sircilla district,1005107,telangana
nagarkurnool district,2065489,telangana
peddapalle district,2293157,telangana
nirmal district,835049,telangana
mahabubabad district,1721463,telangana
sangareddy district,4807036,telangana
wanaparthy district,1041972,telangana
vikarabad district,1337076,telangana
jagtial district,1504160,telangana
yadadri bhuvanagiri district,2018354,telangana
medak district,1281978,telangana
mahbubnagar district,1726832,telangana
jaya shankar bhalupally district,1118207,telangana
warangal urban district,6239185,telangana
rangareddy district,18068048,telangana
hyderabad district,56374644,telangana
suryapet district,2070003,telangana
jogulamba gadwal district,960673,telangana
kamareddy district,1588473,telangana
mulugu district,548767,telangana
medchal malkajgiri district,17860704,telangana
karimnagar district,3030914,telangana
mancherial district,2131238,telangana
siddipet district,2417054,telangana
khammam district,3329665,telangana
narayanpet district,783327,telangana
nalgonda district,5228596,telangana
jangaon district,2017277,telangana
bhadradri kothagudem district,3196550,telangana
warangal rural district,2344202,telangana
kumuram bheem asifabad district,769865,telangana
nizamabad district,3738711,telangana
adilabad district,897345,telangana
rajanna sircilla district,1341971,telangana
nagarkurnool district,2457619,telangana
peddapalle district,3165247,telangana
nirmal district,1117211,telangana
mahabubabad district,2057383,telangana
sangareddy district,6800085,telangana
wanaparthy district,1234628,telangana
vikarabad district,1608742,telangana
jagtial district,2078603,telangana
